"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"Aaron Miller","fc021f3d-773a-4706-bbe7-f602324f511f","","","mtgo, paper","default","black","","","","",NA,"",20682,NA,NA,"",NA,"","nonfoil, foil","","""I've broken three swords, eighteen lances, and countless shields, but this little blade has survived every battle, just like I have.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{2}",2,"Veteran's Sidearm","242","","","Equipped creature gets +1/+1.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","","ORI","","common","","","","ORI","","","","Equipment","","Equipped creature gets +1/+1.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","3fb2ba78-9b83-55f8-ae1e-ff328145bd5f","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Leanna Crossan","976cfe82-042e-4c2a-b762-2bc3e86cb6d0","","","arena","default","black","","G","","G",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{G}",3,"Veteran Charger","31","","","When Veteran Charger enters the battlefield, choose a creature card in your hand. It perpetually gets +2/+2.","Creature — Centaur Soldier","","2","J21","","common","","","","J21","","","","Centaur, Soldier","","When Veteran Charger enters the battlefield, choose a creature card in your hand. It perpetually gets +2/+2.","2","Creature — Centaur Soldier","Creature","c9f0005d-ce25-582c-8f65-eb7256483a18","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Ryan Alexander Lee","f4d194b4-958a-4830-8d87-1a84e0b9ffbc","","","mtgo, paper","default","black","","G","","",NA,"",22517,0.05,NA,"",NA,"","nonfoil, foil","","""A perfect fusion of nature and artifice.""\n—Irsi, Kujar gardener","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}",2,"Verdant Automaton","180","","","{3}{G}: Put a +1/+1 counter on Verdant Automaton.","Artifact Creature — Construct","","1","AER","","common","","","","AER","","","","Construct","","{3}{G}: Put a +1/+1 counter on Verdant Automaton.","2","Artifact Creature — Construct","Artifact, Creature","9563e007-cc92-5c6b-9ded-9b3805021280","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Terese Nielsen","eb55171c-2342-45f4-a503-2d5a75baf752","","","mtgo, paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2003",NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"","English","planar","",NA,"","",0,"Velis Vel","40","","","Each creature gets +1/+1 for each other creature on the battlefield that shares at least one creature type with it. (For example, if two Elemental Shamans and an Elemental Spirit are on the battlefield, each gets +2/+2.)\nWhenever you roll chaos, target creature gains all creature types until end of turn.","Plane - Lorwyn","","","OHOP, OPCA","","common","","","","OHOP","","","","Lorwyn","","Each creature gets +1/+1 for each other creature on the battlefield that shares at least one creature type with it. (For example, if two Elemental Shamans and an Elemental Spirit are on the battlefield, each gets +2/+2.)\nWhenever chaos ensues, target creature gains all creature types until end of turn.","","Plane — Lorwyn","Plane","2f8004fd-a258-5d00-90b2-6c5e94f28a49","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Lake Hurwitz","3677c64b-55e6-4a0d-a952-bdbb05531220","","","mtgo, paper","default","black","","U","","U",NA,"",23884,NA,NA,"",NA,"","nonfoil, foil","","Vedalken have six thin, agile fingers on each hand, giving them unparalleled dexterity.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prowess","English","normal","",NA,"","{2}{U}",3,"Vedalken Blademaster","68","","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","Creature — Vedalken Soldier","","2","KLD","","common","","","","KLD","","","","Vedalken, Soldier","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","3","Creature — Vedalken Soldier","Creature","9f6ac51b-f9bf-5788-aad4-23983c6c7409","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Lucas Graciano","ce98f39c-7cdd-47e6-a520-6c50443bb4c2","","","arena, mtgo, paper","default","black","","U","","U",NA,"",22092,NA,NA,"",NA,"","nonfoil, foil","","""Someone knows where the king is. They can't expect to keep it a secret from us.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adamant, Flying","English","normal","",NA,"","{3}{U}",4,"Vantress Paladin","72","","","Flying\nAdamant — If at least three blue mana was spent to cast this spell, Vantress Paladin enters the battlefield with a +1/+1 counter on it.","Creature — Human Knight","","2","ELD","","common","","","","ELD","","","","Human, Knight","","Flying\nAdamant — If at least three blue mana was spent to cast this spell, Vantress Paladin enters the battlefield with a +1/+1 counter on it.","2","Creature — Human Knight","Creature","7d2b6618-87c5-52bd-a787-1024d040eea6","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Joe Slucher","13b6c9ee-f7a8-46a4-934f-ea6b4a1b14b2","","","arena, mtgo, paper","default","black","","","","",NA,"",17023,0.08,NA,"",NA,"","nonfoil, foil","","When a Keldon takes a trophy from an enemy, it's usually something they can use to kill more enemies.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{1}",1,"Vanquisher's Axe","240","","","Equipped creature gets +2/+0.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","","DMU","","common","","","","DMU","","","","Equipment","","Equipped creature gets +2/+0.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","5304745c-94d7-5d10-b3da-18140312fc49","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Ryan Pancoast","89cc9475-dda2-4d13-bf88-54b92867a25c","","","mtgo, paper","default","black","","","","",NA,"",15028,NA,NA,"",NA,"","nonfoil, foil","","Wars are not fought on a single front.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{2}",2,"Vanguard's Shield","223","","","Equipped creature gets +0/+3 and can block an additional creature.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","","AVR","","common","","","","AVR","","","","Equipment","","Equipped creature gets +0/+3 and can block an additional creature each combat.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","9eec313d-6653-5ace-acdd-6156f0f613e9","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Larissa Hasenheit & Mina Jeon","3de12ff8-3701-4154-8407-f102f44670dd, d58fedc9-b2a8-4a12-a942-fd1efceacb9c","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Vampire Champion Fury","43","","","2 — Hellbent — This creature gets +3/+3 as long as you have no cards in hand.\n4 — {2}, Sacrifice this creature: It deals X damage divided as you choose among any number of target creatures, where X is its power.\n2 — 1/5\n3 — 6/3","Stickers","","","SUNF","","common","","","","SUNF","","","","","","{TK}{TK} — Hellbent — This creature gets +3/+3 as long as you have no cards in hand.\n{TK}{TK}{TK}{TK} — {2}, Sacrifice this creature: It deals X damage divided as you choose among any number of target creatures, where X is its power.\n{TK}{TK} — 1/5\n{TK}{TK}{TK} — 6/3","","Stickers","Stickers","bba543eb-1c60-531d-9add-20599fb49983","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Craig J Spearing","b0f15e74-0dd6-4156-959e-c5e30c5cdc52","","","arena, mtgo, paper","default","black","","","","",NA,"",14419,0.05,NA,"",NA,"","nonfoil, foil","","""Hold on a second, I have just the thing.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equip","English","normal","",NA,"","{1}",1,"Utility Knife","256","","","When Utility Knife enters the battlefield, attach it to target creature you control.\nEquipped creature gets +1/+1.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","","ZNR","","common","","","","ZNR","","","","Equipment","","When Utility Knife enters the battlefield, attach it to target creature you control.\nEquipped creature gets +1/+1.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","4c3776b8-e3fb-5dd9-9a6b-8bdcc6943fb2","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Larissa Hasenheit & Mina Jeon","3de12ff8-3701-4154-8407-f102f44670dd, d58fedc9-b2a8-4a12-a942-fd1efceacb9c","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Urza's Dark Cannonball","4","","","2 — Exalted, exalted (Whenever a creature you control attacks alone, it gets +1/+1 until end of turn for each instance of exalted among permanents you control.)\n3 — Shadow (This creature can block or be blocked only by creatures with shadow.)\n2 — 1/5\n4 — 7/4","Stickers","","","SUNF","","common","","","","SUNF","","","","","","{TK}{TK} — Exalted, exalted (Whenever a creature you control attacks alone, it gets +1/+1 until end of turn for each instance of exalted among permanents you control.)\n{TK}{TK}{TK} — Shadow (This creature can block or be blocked only by creatures with shadow.)\n{TK}{TK} — 1/5\n{TK}{TK}{TK}{TK} — 7/4","","Stickers","Stickers","694f2922-092f-5f8e-9a6a-d7ddb7d99487","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Alex Konstad","58b2a57c-50ca-4047-b4e7-efb28cb22851","","","arena, mtgo, paper","deck","black","","G","","G",NA,"",20727,0.06,NA,"",NA,"","nonfoil","","""Would you rather feel the edge of blade or the sharpness of my fangs?""","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Ursine Champion","304","","","{5}{G}: Ursine Champion gets +3/+3 and becomes a Bear Berserker until end of turn. Activate this ability only once each turn.","Creature — Human Berserker","","2","M19","","common","","","","M19","","","","Human, Berserker","","{5}{G}: Ursine Champion gets +3/+3 and becomes a Bear Berserker until end of turn. Activate only once each turn.","2","Creature — Human Berserker","Creature","35d27d78-63ff-5608-80c1-874a8baebb21","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Erica Yang","fcc15b63-b280-49da-9fee-f862824a2fc8","","","mtgo, paper","default","black","","G","","G",NA,"",16410,0.06,NA,"",NA,"","nonfoil, foil","","""Beasts kill for their very survival. If you would have their strength, you must know their desperation.""\n—Konnos, Sylvok sage","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{X}{G}",1,"Untamed Might","131","","","Target creature gets +X/+X until end of turn.","Instant","","","SOM","","common","","","","SOM","","","","","","Target creature gets +X/+X until end of turn.","","Instant","Instant","269e86be-d51d-51e4-be56-b3057644e86a","","mirran",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Larissa Hasenheit & Mina Jeon","3de12ff8-3701-4154-8407-f102f44670dd, d58fedc9-b2a8-4a12-a942-fd1efceacb9c","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Unstable Robot Dragon","47","","","2 — {1}: Switch this creature's power and toughness until end of turn.\n4 — Whenever this creature attacks, it gets +5/+5 until end of turn.\n2 — 3/2\n3 — 2/7","Stickers","","","SUNF","","common","","","","SUNF","","","","","","{TK}{TK} — {1}: Switch this creature's power and toughness until end of turn.\n{TK}{TK}{TK}{TK} — Whenever this creature attacks, it gets +5/+5 until end of turn.\n{TK}{TK} — 3/2\n{TK}{TK}{TK} — 2/7","","Stickers","Stickers","6c0846b3-5b88-5e3f-b76a-44ff5379a7fb","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Douglas Shuler","a9ddb513-51c7-455c-ab8f-5b90aae9f75b","","","paper","default","white","","U","","U",NA,"",18190,0.07,NA,"",NA,"","nonfoil","","","","1993",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{U}",1,"Unstable Mutation","86","","","Target creature gains +3/+3. During the upkeep phase of each of its controller's turns, put a -1/-1 counter on the creature. These counters remain even if this enchantment is removed before the creature dies.","Enchant Creature","","","3ED, 4BB, 4ED, 5ED, ARN, FBB, SUM, TSB, UMA","","common","","","","3ED","","","","Aura","","Enchant creature\nEnchanted creature gets +3/+3.\nAt the beginning of the upkeep of enchanted creature's controller, put a -1/-1 counter on that creature.","","Enchantment — Aura","Enchantment","62bbf910-a3e4-5527-b44d-2e560a171839","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Larissa Hasenheit & Mina Jeon","3de12ff8-3701-4154-8407-f102f44670dd, d58fedc9-b2a8-4a12-a942-fd1efceacb9c","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Bolster","English","normal","",NA,"","",0,"Unsanctioned Ancient Juggler","13","","","2 — Whenever this creature attacks, bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)\n4 — Indestructible\n2 — 3/2\n3 — 5/4","Stickers","","","SUNF","","common","","","","SUNF","","","","","","{TK}{TK} — Whenever this creature attacks, bolster 1. (Choose a creature with the least toughness among creatures you control and put a +1/+1 counter on it.)\n{TK}{TK}{TK}{TK} — Indestructible\n{TK}{TK} — 3/2\n{TK}{TK}{TK} — 5/4","","Stickers","Stickers","ba04f231-72f0-575f-93c9-149bb5f62627","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Shelly Wan","bc1722f2-95d4-462d-948b-35be540ef4c2","","","mtgo, paper","default","black","","G","","G",NA,"",17870,NA,NA,"",NA,"","nonfoil, foil","","""Domination by the strongest—that is all that matters in the Tangle now.""\n—Vorinclex, Voice of Hunger","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Unnatural Predation","93","","","Target creature gets +1/+1 and gains trample until end of turn.","Instant","","","MBS","","common","","","","MBS","","","","","","Target creature gets +1/+1 and gains trample until end of turn.","","Instant","Instant","f1db9818-202f-5af6-a67c-aa930fbe652c","","phyrexian",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Francis Tneh","87cde7a9-7da8-4ebd-abb3-49ca146085bf","","","paper","default","black","","U","","U",NA,"",21439,NA,NA,"",NA,"","nonfoil, foil","","""Glaxxar, Security Bot 254 has wandered off. After lunch, throw on a spacesuit and go find it.""\n—Truss, chief engineer","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Unlawful Entry","62","","","Target creature gets +1/+0 and gains flying until end of turn.\nWhenever you put an art sticker on a creature, you may return Unlawful Entry from your graveyard to your hand.","Instant","","","UNF","","common","","","","UNF","","","","","","Target creature gets +1/+0 and gains flying until end of turn.\nWhenever you put an art sticker on a creature, you may return Unlawful Entry from your graveyard to your hand.","","Instant","Instant","f0da1cd3-7601-56ba-86b4-b14dacf6057c","00262af8-7af0-5099-bcb2-6c81c2ffbcd4","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Larissa Hasenheit & Mina Jeon","3de12ff8-3701-4154-8407-f102f44670dd, d58fedc9-b2a8-4a12-a942-fd1efceacb9c","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Unique Charmed Pants","38","","","2 — {T}: Add one mana of any color.\n3 — Whenever this creature attacks, if it's not a Brushwagg, it gets +X/+0 until end of turn, where X is the number of supertypes, card types, and subtypes it has.\n2 — 5/1\n4 — 4/8","Stickers","","","SUNF","","common","","","","SUNF","","","","","","{TK}{TK} — {T}: Add one mana of any color.\n{TK}{TK}{TK} — Whenever this creature attacks, if it's not a Brushwagg, it gets +X/+0 until end of turn, where X is the number of supertypes, card types, and subtypes it has.\n{TK}{TK} — 5/1\n{TK}{TK}{TK}{TK} — 4/8","","Stickers","Stickers","96541873-cf40-5cf7-b3cd-12e943528f0b","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Nils Hamm","c540d1fc-1500-457f-93cf-d6069ee66546","","","mtgo, paper","default","black","","G","","G",NA,"",12491,0.2,NA,"",NA,"","nonfoil, foil","","It sees a rotting carcass as a good wine which has been aged properly.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{G}",4,"Undergrowth Scavenger","204","","","Undergrowth Scavenger enters the battlefield with a number of +1/+1 counters on it equal to the number of creature cards in all graveyards.","Creature — Fungus Horror","","0","M15","","common","","","","M15","","","","Fungus, Horror","","Undergrowth Scavenger enters the battlefield with a number of +1/+1 counters on it equal to the number of creature cards in all graveyards.","0","Creature — Fungus Horror","Creature","6689b3f5-7cc4-532d-811d-4d5ddbb8d648","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Sam Wood","77cecfa2-2494-42a2-b14a-55ad40c6adbb","","","mtgo, paper","default","black","","U","","U",NA,"",16373,NA,NA,"",NA,"","nonfoil, foil","","Messenger, weapon, friend.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flying","English","normal","",NA,"","{2}{U}",3,"Umara Raptor","75","","","Flying\nWhenever Umara Raptor or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Umara Raptor.","Creature — Bird Ally","","1","ZEN","","common","","","","ZEN","","","","Bird, Ally","","Flying\nWhenever Umara Raptor or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Umara Raptor.","1","Creature — Bird Ally","Creature","03733223-ccbf-586e-872c-b8acc9a3531a","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"James Ryman","3852bbc9-11c0-4fe3-8722-a06ad7e2bcc5","","","mtgo, paper","default","black","","U","","U",NA,"",20606,NA,NA,"",NA,"","nonfoil, foil","","""Sea Gate is gone, the Halimar basin empty. But rebuild the seawall and give these waters time, and they will fill the basin anew.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prowess","English","normal","",NA,"","{1}{U}",2,"Umara Entangler","65","","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","Creature — Merfolk Rogue Ally","","2","OGW","","common","","","","OGW","","","","Merfolk, Rogue, Ally","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","1","Creature — Merfolk Rogue Ally","Creature","44e7e272-cd4d-5a75-abe8-fa5ceb79e080","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Jason A. Engle","02e2b5de-4341-464c-8fdb-a1adbf873bc0","","","mtgo, paper","default","black","","G","","G",NA,"",7699,NA,NA,"",NA,"","nonfoil, foil","","Out chasing bears\n—Kessig expression meaning ""died in the woods""","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morbid","English","normal","",NA,"","{2}{G}",3,"Ulvenwald Bear","129","","","Morbid — When Ulvenwald Bear enters the battlefield, if a creature died this turn, put two +1/+1 counters on target creature.","Creature — Bear","","2","DKA","","common","","","","DKA","","","","Bear","","Morbid — When Ulvenwald Bear enters the battlefield, if a creature died this turn, put two +1/+1 counters on target creature.","2","Creature — Bear","Creature","ac6b9db9-9a63-51e3-9dc3-813891980745","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Carl Critchlow","17948f16-611a-44b8-8d10-9895a0bdfff1","","","mtgo, paper","default","black","","G","","G",NA,"",24055,0.03,NA,"",NA,"","nonfoil, foil","","It outnumbers you one to many.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{4}{G}{G}",6,"Tyrranax","98","","","{1}{G}: Tyrranax gets -1/+1 until end of turn.","Creature - Beast","","5","5DN","","common","","","","5DN","","","","Dinosaur, Beast","","{1}{G}: Tyrranax gets -1/+1 until end of turn.","4","Creature — Dinosaur Beast","Creature","6f179741-900d-502f-bca1-5d0e36c35e8d","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
