"artist","artistIds","asciiName","availability","boosterTypes","borderColor","colorIdentity","colors","edhrecSaltiness","faceName","finishes","flavorText","frameEffects","frameVersion","hasFoil","hasNonFoil","isFullArt","isFunny","isPromo","isReprint","isTextless","keywords","language","layout","name","number","orientation","originalText","originalType","otherFaceIds","power","promoTypes","relatedCards","reverseRelated","securityStamp","setCode","side","signature","subtypes","supertypes","text","toughness","type","types","uuid","watermark"
"Kev Walker","f366a0ee-a0cd-466d-ba6a-90058c7a31a6","","paper","","black","W","W",NA,"","nonfoil","","",2003,0,1,NA,NA,NA,1,NA,"Flying","English","token","Spirit","2","","","","","1","setpromo","{'reverseRelated': ['Funeral Pyre', 'Haunted Dead', 'Blessed Defiance', ""Slayer's Plate"", 'Lingering Souls', 'Staff of the Storyteller', 'Gallows at Willow Hill', 'Kaya the Inexorable', 'Nearheath Chaplain', 'Oath of the Grey Host', 'Ethereal Investigator', 'Whispering Wizard', 'Spectral Procession', 'Abzan Ascendancy', 'Benevolent Offering', 'King of the Oathbreakers', 'Nurturing Presence', 'Triplicate Spirits', 'Afterlife', 'Field of Souls', ""Kirtar's Wrath"", 'Moorland Haunt', 'Hallowed Spiritkeeper', 'Requiem Angel', 'Spectral Reserves', 'Mausoleum Guard', 'Occult Epiphany', 'Hanged Executioner', 'Millicent, Restless Revenant', ""Kykar, Wind's Fury"", 'Priest of the Blessed Graf', 'Thalisse, Reverent Medium', 'Sanctifier of Souls', 'Teysa, Orzhov Scion', ""Avacyn's Collar"", 'Valor of the Worthy', 'Brine Comber // Brinebound Gift', 'Luminous Angel', 'Seize the Soul', 'Heron-Blessed Geist', 'Doomed Traveler', 'Midnight Haunting', 'Drogskol Cavalry', 'Spirit Cairn', 'Bishop of Wings', 'Twilight Drover', 'Path of the Ghosthunter', 'Shadow Summoning', 'March of Souls', 'Confront the Assault', 'Vessel of Ephemera', 'Dauntless Cathar', 'Ranar the Ever-Watchful', 'Custodi Soulbinders', 'Alharu, Solemn Ritualist', 'Clarion Spirit', 'Kaya, Geist Hunter', 'Not Forgotten', 'Geist-Honored Monk', 'Rousing of Souls', 'Andúril, Flame of the West', 'Haunted Library', 'Elgaud Inquisitor', ""Thalia's Geistcaller"", 'Emissary of the Sleepless', 'Spirit Bonds', 'Transluminant', 'Court of Grace', 'Sandsteppe Outcast']}","Funeral Pyre, Haunted Dead, Blessed Defiance, Slayer's Plate, Lingering Souls, Staff of the Storyteller, Gallows at Willow Hill, Kaya the Inexorable, Nearheath Chaplain, Oath of the Grey Host, Ethereal Investigator, Whispering Wizard, Spectral Procession, Abzan Ascendancy, Benevolent Offering, King of the Oathbreakers, Nurturing Presence, Triplicate Spirits, Afterlife, Field of Souls, Kirtar's Wrath, Moorland Haunt, Hallowed Spiritkeeper, Requiem Angel, Spectral Reserves, Mausoleum Guard, Occult Epiphany, Hanged Executioner, Millicent, Restless Revenant, Kykar, Wind's Fury, Priest of the Blessed Graf, Thalisse, Reverent Medium, Sanctifier of Souls, Teysa, Orzhov Scion, Avacyn's Collar, Valor of the Worthy, Brine Comber // Brinebound Gift, Luminous Angel, Seize the Soul, Heron-Blessed Geist, Doomed Traveler, Midnight Haunting, Drogskol Cavalry, Spirit Cairn, Bishop of Wings, Twilight Drover, Path of the Ghosthunter, Shadow Summoning, March of Souls, Confront the Assault, Vessel of Ephemera, Dauntless Cathar, Ranar the Ever-Watchful, Custodi Soulbinders, Alharu, Solemn Ritualist, Clarion Spirit, Kaya, Geist Hunter, Not Forgotten, Geist-Honored Monk, Rousing of Souls, Andúril, Flame of the West, Haunted Library, Elgaud Inquisitor, Thalia's Geistcaller, Emissary of the Sleepless, Spirit Bonds, Transluminant, Court of Grace, Sandsteppe Outcast","","TMD1","","","Spirit","","Flying","1","Token Creature — Spirit","Token, Creature","6c158ebb-95bb-597f-a039-c9534c6e078e",""
"Matt Stewart","20871267-2d8a-41d5-b03a-be3d557c5734","","paper","","black","","",NA,"","nonfoil","","",2003,0,1,NA,NA,NA,1,NA,"","English","token","Myr","3","","","","","1","setpromo","{'reverseRelated': ['Genesis Chamber', 'Origin Spellbomb', 'Myr Matrix', 'Urtet, Remnant of Memnarch', 'Mirrodin Besieged', 'Myrsmith', 'Myr Turbine', 'Myr Battlesphere', 'Myr Incubator', ""Master's Call""]}","Genesis Chamber, Origin Spellbomb, Myr Matrix, Urtet, Remnant of Memnarch, Mirrodin Besieged, Myrsmith, Myr Turbine, Myr Battlesphere, Myr Incubator, Master's Call","","TMD1","","","Myr","","","1","Token Artifact Creature — Myr","Token, Artifact, Creature","7dba114e-b4ca-5481-a9bd-3c68ecbfc4ef",""
"Volkan Baǵa","93bec3c0-0260-4d31-8064-5d01efb4153f","","paper","","black","","",NA,"","nonfoil","","",2003,0,1,NA,NA,NA,1,NA,"","English","emblem","Elspeth, Knight-Errant Emblem","4","","","","","","setpromo","{'reverseRelated': ['Elspeth, Knight-Errant']}","Elspeth, Knight-Errant","","TMD1","","","Elspeth","","Artifacts, creatures, enchantments, and lands you control have indestructible.","","Emblem — Elspeth","Emblem","dd047f74-e12b-5acb-b4da-5b3bbcf934ac",""
"","","","paper","","black","","",NA,"Dominarioes","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","double_faced_token","Dominarioes // Dominarioes (cont'd)","1","","","","fc5590af-70b1-5d04-9694-24d69f087181","","","","","","MDMU","a","","","","1 player | 1 pack | 5 minutes\nOBJECTIVE:\nIn ancient Dominaria, Urza and Serra would play *Dominarioes* to pass the time. Connect all cards in the *most condensed way possible.*\nGET READY:\nOpen a pack, remove all basic lands, ads, and tokens.\nLET'S PLAY:\nPlace a card face up to start the game. That card is now in play. Continue to place cards that connect to another card in play (see diagram on the back of this card).\nTO WIN:\nThe game ends when all cards that can be connected have been placed. Determine how many cards long and wide the board is, then add whichever number is higher to the number of unplaced cards to get your rank. 5 or lower is Planeswalker (the best!), 6 is Wizard, and 7+ is Goblin!","","Card","Card","79bd11fc-6b45-5c94-91bc-15027d378a2e",""
"","","","paper","","black","","",NA,"Dominarioes (cont'd)","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","double_faced_token","Dominarioes // Dominarioes (cont'd)","1","","","","79bd11fc-6b45-5c94-91bc-15027d378a2e","","","","","","MDMU","b","","","","Cards connect as follows:\nTOPS TO TOPS\nMatch the starting letter of any word in the name.\nRIGHTS TO RIGHTS\nMatch mana value (formerly CMC).\nLEFTS TO LEFTS\nMatch a card type.\nBOTTOMS TO BOTTOMS:\nMatch color.\nNote: matching lefts or rights will require rotating the card being placed 180°.","","Card","Card","fc5590af-70b1-5d04-9694-24d69f087181",""
"","","","paper","","black","","",NA,"Mini-Master","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","double_faced_token","Mini-Master // Mini-Master (cont'd)","2","","","","9dc1df05-21b7-57c6-9581-7da260ae902f","","","","","","MDMU","a","","","","2 players | 2 packs. 10 minutes | Basic Lands\nOBJECTIVE:\nPlay a quick game of Magic using only the cards in a single pack. You may also know this game as Pack Wars!\nGET READY:\nEach player opens a pack and sets aside any cards without Magic card backs, trying not to look at the rest of the cards. Then they add three of each basic land (Plains, Island, Swamp, Mountain, and Forest) to their ppack and shuffle. This becomes the player's deck.\nLET'S PLAY:\nRandomly determine who goes first, then play a game of Magic! There are many variants of Mini-Master. The following are modified rules you can add to your game:","","Card","Card","94bf24e5-c774-5eaa-a433-56a02396c8b9",""
"","","","paper","","black","","",NA,"Mini-Master (cont'd)","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","double_faced_token","Mini-Master // Mini-Master (cont'd)","2","","","","94bf24e5-c774-5eaa-a433-56a02396c8b9","","","","","","MDMU","b","","","","If you have two or more copies of any basic land, you can tap other lands as though they were lands of that type. This can help you pay costs with lots of mana symbols in them.\nAfter the first game, add another pack to your deck, look at the contents, then cut cards until you have 30. Do this again for game three!\nNot feeling your deck? Replace the whole thing with a new pack between games!\nTO WIN:\nThe first player to win two games wins the match.","","Card","Card","9dc1df05-21b7-57c6-9581-7da260ae902f",""
"","","","paper","","black","","",NA,"Telepathic Transmission","nonfoil, foil","","",2015,1,1,NA,NA,NA,NA,NA,"","English","double_faced_token","Telepathic Transmission // Telepathic Transmission (cont'd)","3","","","","2c5f7aa7-d709-50a5-9136-f452910f4adb","","","","","","MDMU","a","","","","2-4 players | 2 packs | 5 minutes\nOBJECTIVE:\nOrder your cards without communicating in this game that puts your telepathy to the test.\nGET READY:\nOpen two booster packs and remove all cards without _Magic_ backs. Shuffle the rest of the cards together and deal them out as evenly as possible to each player. One player then discards a land to begin a central discard pile.\nLET'S PLAY:\n**Lands** ➧ **Other Colorless Cards** ➧ {w} ➧ {u} ➧ {b} ➧ {r} ➧ {g}\nWithin each category, order cards by numerically ascending mana value.\nA card of the same color and cost can be played on another card of the same color and cost.","","Card","Card","ec4521c5-baab-5274-a9d9-99806b680586",""
"","","","paper","","black","","",NA,"Telepathic Transmission (cont'd)","nonfoil, foil","","",2015,1,1,NA,NA,NA,NA,NA,"","English","double_faced_token","Telepathic Transmission // Telepathic Transmission (cont'd)","3","","","","ec4521c5-baab-5274-a9d9-99806b680586","","","","","","MDMU","b","","","","A multicolored card counts as any one of its colors.\nThere is no turn order. If someone has a card to play in the above sequence, they may play it at any time.\nIf at any point a player notices the sequence has been broken by a card in their hand, they say ""restart"" and reveal the card that should have come next in the sequence. Restart the game by shuffling all cards together and dealing them out again. Use your knowledge of _Magic_ and the cards revealed between restarts to successfully complete the sequence.\nTO WIN:\nThe game is over when all cards have been discarded in the correct order. Keep track of the number of restarts—one or fewer is a victory!","","Card","Card","2c5f7aa7-d709-50a5-9136-f452910f4adb",""
"Dave Kendall","8a5540a8-18c9-4fa9-802c-59d6866114d5","","paper","","black","B","B",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"Deathtouch","English","token","Beast","W1","","","","","3","","{'reverseRelated': ['Garruk, Apex Predator']}","Garruk, Apex Predator","","TMED","","","Beast","","Deathtouch","3","Token Creature — Beast","Token, Creature","84ecd3c1-7f96-5664-918b-4c56b9a780b6",""
"Victor Adame Minguez","bd8f7368-5b10-4554-b6b8-d052c6aca89f","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Construct","R1","","","","","0","","{'reverseRelated': ['Karn, Scion of Urza', ""Urza's Saga"", 'Urza, Chief Artificer', 'Digsite Engineer', 'Urza, Lord High Artificer', ""Urza's Command""]}","Karn, Scion of Urza, Urza's Saga, Urza, Chief Artificer, Digsite Engineer, Urza, Lord High Artificer, Urza's Command","","TMED","","","Construct","","This creature gets +1/+1 for each artifact you control.","0","Token Artifact Creature — Construct","Token, Artifact, Creature","81a34470-d981-5e87-a440-e5c8550d4de4",""
"Goran Josic","522bfda2-454a-4a74-b717-42930040f73a","","paper","","black","W","W",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Soldier","G1","","","","","1","","{'reverseRelated': ['Phyrexian Warhorse', ""Elspeth, Sun's Champion"", 'First Response', 'Throne of Empires', 'Deploy to the Front', 'Baird, Argivian Recruiter', 'Entrapment Maneuver', 'Security Detail', 'Undercellar Sweep', 'Martial Coup', 'Sergeant-at-Arms', 'Launch the Fleet', 'Benalish Commander', 'Torsten, Founder of Benalia', 'Precinct Captain', 'Scout the Wilderness', 'Murder Investigation', 'Hero of Bladehold', ""Captain's Call"", 'Basri Ket', 'Keeper of the Accord', 'Tura Kennerüd, Skyknight', 'Prava of the Steel Legion', 'Evangel of Heliod', 'Company Commander', 'Raise the Alarm', 'Queen Allenal of Ruadach', 'Elspeth Tirel', 'Knight-Captain of Eos', 'Keldon Strike Team', 'Timely Reinforcements', 'Decree of Justice', 'Bant Sojourners', 'Mobilization', 'Veteran Soldier', 'Even the Odds', 'Protect the Negotiators', ""You're Confronted by Robbers"", 'Lieutenants of the Guard', 'Defiler of Faith', 'Kjeldoran Outpost', 'Akroan Horse', 'Skyknight Vanguard', ""Elspeth's Talent"", 'Stormfront Riders', 'Captain of the Watch', 'Lena, Selfless Champion', 'Ancestral Blade', 'Ironroot Warlord', 'Attended Knight', 'Alliance of Arms', 'Heroic Reinforcements', 'Argivian Cavalier', ""Abdel Adrian, Gorion's Ward"", ""Historian's Boon"", ""Horn of Valhalla // Ysgard's Call"", 'Darien, King of Kjeldor', 'Recruitment Drive', 'Secure the Scene', 'Recruit the Worthy', 'King Darien XLVIII', 'Resolute Reinforcements', 'Elspeth, Knight-Errant', 'Memorial to Glory']}","Phyrexian Warhorse, Elspeth, Sun's Champion, First Response, Throne of Empires, Deploy to the Front, Baird, Argivian Recruiter, Entrapment Maneuver, Security Detail, Undercellar Sweep, Martial Coup, Sergeant-at-Arms, Launch the Fleet, Benalish Commander, Torsten, Founder of Benalia, Precinct Captain, Scout the Wilderness, Murder Investigation, Hero of Bladehold, Captain's Call, Basri Ket, Keeper of the Accord, Tura Kennerüd, Skyknight, Prava of the Steel Legion, Evangel of Heliod, Company Commander, Raise the Alarm, Queen Allenal of Ruadach, Elspeth Tirel, Knight-Captain of Eos, Keldon Strike Team, Timely Reinforcements, Decree of Justice, Bant Sojourners, Mobilization, Veteran Soldier, Even the Odds, Protect the Negotiators, You're Confronted by Robbers, Lieutenants of the Guard, Defiler of Faith, Kjeldoran Outpost, Akroan Horse, Skyknight Vanguard, Elspeth's Talent, Stormfront Riders, Captain of the Watch, Lena, Selfless Champion, Ancestral Blade, Ironroot Warlord, Attended Knight, Alliance of Arms, Heroic Reinforcements, Argivian Cavalier, Abdel Adrian, Gorion's Ward, Historian's Boon, Horn of Valhalla // Ysgard's Call, Darien, King of Kjeldor, Recruitment Drive, Secure the Scene, Recruit the Worthy, King Darien XLVIII, Resolute Reinforcements, Elspeth, Knight-Errant, Memorial to Glory","","TMED","","","Soldier","","","1","Token Creature — Soldier","Token, Creature","43a0cc67-dbd9-57a1-b684-04f62cc9331d",""
"Jason Rainville","6ed7e669-579b-443d-b223-e5cbcb2a7483","","paper","","black","","",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","emblem","Dack Fayden Emblem","R2","","","","","","","{'reverseRelated': ['Dack Fayden']}","Dack Fayden","","TMED","","","Dack","","Whenever you cast a spell that targets one or more permanents, gain control of those permanents.","","Emblem — Dack","Emblem","725b911d-d196-57e3-8dff-5ebab0b51c90",""
"Raymond Swanland","e956bacc-077d-4c12-b6bc-ba798b718af9","","paper","","black","R","R",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"Flying","English","token","Dragon","W2","","","","","4","","{'reverseRelated': ['Sarkhan Unbroken', 'The Elder Dragon War', 'Dragon Whisperer', 'Sarkhan the Masterless', 'Broodmate Dragon', 'Rohgahh, Kher Keep Overlord', 'Dragon Cultist', 'Descent of the Dragons', 'Sarkhan Vol', 'Rith, Liberated Primeval']}","Sarkhan Unbroken, The Elder Dragon War, Dragon Whisperer, Sarkhan the Masterless, Broodmate Dragon, Rohgahh, Kher Keep Overlord, Dragon Cultist, Descent of the Dragons, Sarkhan Vol, Rith, Liberated Primeval","","TMED","","","Dragon","","Flying","4","Token Creature — Dragon","Token, Creature","a24467f9-396f-54df-a623-71736a701b84",""
"Anna Steinbauer","3516496c-c279-4b56-8239-720683d03ae0","","paper","","black","B","B",NA,"","nonfoil","","",2015,0,1,NA,NA,NA,1,NA,"","English","token","Zombie","G2","","","","","2","","{'reverseRelated': ['Waste Not', 'Awaken the Erstwhile', 'Empty the Pits', 'Wight', ""Gisa's Bidding"", 'Oath of Liliana', 'Ghoulcaller Gisa', 'Bridge from Below', 'Shamble Back', 'Doomed Dissenter', 'The Fourth Sphere', ""Ghoulcaller's Accomplice"", 'Cryptbreaker', ""Drana's Chosen"", 'Rakshasa Gravecaller', 'Tymaret Calls the Dead', 'Graveyard Marshal', 'Open the Graves', 'Dying to Serve', 'Acererak the Archlich', 'Cradle of the Accursed', 'Undead Alchemist', 'Midnight Ritual', 'Rise from the Tides', 'Bone Miser', 'Nevinyrral, Urborg Tyrant', 'Sidisi, Brood Tyrant', 'Archdemon of Unx', 'Feast or Famine', 'Hour of Promise', 'Rank Officer', 'Stir the Sands', 'Undead Servant', 'Liliana, Dreadhorde General', 'Dread Summons', 'Boneclad Necromancer', 'Liliana, the Last Hope', 'Vile Rebirth', 'Endless Ranks of the Dead', 'Curse of Disturbance', 'Tormod, the Desecrator', 'Cemetery Reaper', 'Army of the Damned', ""Liliana, Death's Majesty"", 'Aphemia, the Cacophony', 'Drunau Corpse Trawler', 'Oglor, Devoted Assistant', 'Assemble the Rank and Vile', 'Grixis Slavedriver', ""Necromancer's Covenant"", 'Necromentia', 'Reap the Seagraf', ""Liliana's Reaver"", 'Varina, Lich Queen', 'Tombstone Stairwell', 'Wand of Orcus', 'From Under the Floorboards', 'Cellar Door', 'Invasion of Innistrad // Deluge of the Dead', 'Xathrid Necromancer', 'Necrotic Hex', 'Field of the Dead', 'Lair of the Ashen Idol', 'Necromaster Dragon', ""Liliana's Devotee"", 'Liliana, Heretical Healer // Liliana, Defiant Necromancer', 'Null Caller', 'Syphon Flesh', ""Liliana's Mastery"", 'Sarcomancy', 'Zombie Infestation', 'Never // Return', 'Overseer of the Damned', 'Skull Skaab', 'Dunes of the Dead', 'Moan of the Unhallowed', 'Unscythe, Killer of Kings', 'Graf Harvest', 'Headless Rider', ""Necromancer's Stockpile"", 'Curse of Shallow Graves', 'Maalfeld Twins', 'Rotlung Reanimator', 'Kalitas, Traitor of Ghet', 'Tobias, Doomed Conqueror', 'Magus of the Bridge', 'Wakedancer', 'Havengul Runebinder', 'Suspicious Shambler', 'Noosegraf Mob', 'Grave Titan', 'Dark Salvation', 'Death Tyrant', 'Captive Audience', 'The Book of Vile Darkness', 'Diregraf Colossus']}","Waste Not, Awaken the Erstwhile, Empty the Pits, Wight, Gisa's Bidding, Oath of Liliana, Ghoulcaller Gisa, Bridge from Below, Shamble Back, Doomed Dissenter, The Fourth Sphere, Ghoulcaller's Accomplice, Cryptbreaker, Drana's Chosen, Rakshasa Gravecaller, Tymaret Calls the Dead, Graveyard Marshal, Open the Graves, Dying to Serve, Acererak the Archlich, Cradle of the Accursed, Undead Alchemist, Midnight Ritual, Rise from the Tides, Bone Miser, Nevinyrral, Urborg Tyrant, Sidisi, Brood Tyrant, Archdemon of Unx, Feast or Famine, Hour of Promise, Rank Officer, Stir the Sands, Undead Servant, Liliana, Dreadhorde General, Dread Summons, Boneclad Necromancer, Liliana, the Last Hope, Vile Rebirth, Endless Ranks of the Dead, Curse of Disturbance, Tormod, the Desecrator, Cemetery Reaper, Army of the Damned, Liliana, Death's Majesty, Aphemia, the Cacophony, Drunau Corpse Trawler, Oglor, Devoted Assistant, Assemble the Rank and Vile, Grixis Slavedriver, Necromancer's Covenant, Necromentia, Reap the Seagraf, Liliana's Reaver, Varina, Lich Queen, Tombstone Stairwell, Wand of Orcus, From Under the Floorboards, Cellar Door, Invasion of Innistrad // Deluge of the Dead, Xathrid Necromancer, Necrotic Hex, Field of the Dead, Lair of the Ashen Idol, Necromaster Dragon, Liliana's Devotee, Liliana, Heretical Healer // Liliana, Defiant Necromancer, Null Caller, Syphon Flesh, Liliana's Mastery, Sarcomancy, Zombie Infestation, Never // Return, Overseer of the Damned, Skull Skaab, Dunes of the Dead, Moan of the Unhallowed, Unscythe, Killer of Kings, Graf Harvest, Headless Rider, Necromancer's Stockpile, Curse of Shallow Graves, Maalfeld Twins, Rotlung Reanimator, Kalitas, Traitor of Ghet, Tobias, Doomed Conqueror, Magus of the Bridge, Wakedancer, Havengul Runebinder, Suspicious Shambler, Noosegraf Mob, Grave Titan, Dark Salvation, Death Tyrant, Captive Audience, The Book of Vile Darkness, Diregraf Colossus","","TMED","","","Zombie","","","2","Token Creature — Zombie","Token, Creature","2e2c8ae0-0340-58ef-8661-19e6412d5e4c",""
